p,failure_rate,best_p,best_p_error,best_number_of_series,best_p_step,best_q_step,best_span,latest_p,latest_p_error,latest_number_of_series,latest_p_step,latest_q_step,latest_span,candidates
0.69,0.0,0.49705518254687103,-0.0029448174531289673,2000000,2,5,26,9.611613568725405e-06,-0.4999903883864313,2000000,1,24,38,[0.190000 1表 1裏 1目 1～1局 2000000試] [-0.023900 1表 2裏 2目 1～2局 2000000試] [0.007744 1表 2裏 4目 2～5局 2000000試] [-0.002945 2表 5裏 26目 5～18局 2000000試]
0.7,0.0,0.4941762564453788,-0.005823743554621175,2000000,2,5,31,0.7839999999999999,0.2839999999999999,2000000,21,24,38,[0.200000 1表 1裏 1目 1～1局 2000000試] [-0.010000 1表 2裏 2目 1～2局 2000000試] [-0.007484 2表 5裏 17目 3～12局 2000000試] [-0.005824 2表 5裏 31目 6～22局 2000000試]
0.71,0.0,0.5041,0.0040999999999999925,2000000,1,2,2,0.796478,0.296478,2000000,19,25,38,[0.210000 1表 1裏 1目 1～1局 2000000試] [0.004100 1表 2裏 2目 1～2局 2000000試]
0.72,0.0,0.495181489828287,-0.004818510171712975,2000000,2,5,29,0.808704,0.308704,2000000,20,24,38,[0.220000 1表 1裏 1目 1～1局 2000000試] [0.018400 1表 2裏 2目 1～2局 2000000試] [0.017098 1表 3裏 7目 2～9局 2000000試] [-0.015485 1表 3裏 10目 3～13局 2000000試] [-0.004819 2表 5裏 29目 6～20局 2000000試]
0.73,0.0,0.49774121636901475,-0.0022587836309852505,2000000,1,3,13,0.2548413890385296,-0.2451586109614704,2000000,5,24,38,[0.230000 1表 1裏 1目 1～1局 2000000試] [0.032900 1表 2裏 2目 1～2局 2000000試] [-0.012828 1表 3裏 5目 2～6局 2000000試] [-0.002259 1表 3裏 13目 4～17局 2000000試]
0.74,0.0,0.5002568101263052,0.00025681012630518474,2000000,1,3,25,0.0001167976877576897,-0.4998832023122423,2000000,1,23,38,[0.240000 1表 1裏 1目 1～1局 2000000試] [0.047600 1表 2裏 2目 1～2局 2000000試] [0.010372 1表 3裏 5目 2～6局 2000000試] [-0.004220 1表 3裏 8目 3～10局 2000000試] [0.000257 1表 3裏 25目 8～33局 2000000試]
0.75,0.0,0.5109861736728871,0.010986173672887123,2000000,1,3,38,0.600677490234375,0.100677490234375,2000000,6,14,38,[0.250000 1表 1裏 1目 1～1局 2000000試] [0.062500 1表 2裏 2目 1～2局 2000000試] [0.033936 1表 3裏 5目 2～6局 2000000試] [0.025593 1表 3裏 8目 3～10局 2000000試] [0.021340 1表 3裏 11目 4～14局 2000000試] [0.018669 1表 3裏 14目 5～18局 2000000試] [0.016797 1表 3裏 17目 6～22局 2000000試] [0.015393 1表 3裏 20目 7～26局 2000000試] [0.014290 1表 3裏 23目 8～30局 2000000試] [0.013394 1表 3裏 26目 9～34局 2000000試] [0.012647 1表 3裏 29目 10～38局 2000000試] [0.012013 1表 3裏 32目 11～42局 2000000試] [0.011465 1表 3裏 35目 12～46局 2000000試] [0.010986 1表 3裏 38目 13～50局 2000000試]
0.76,0.0,0.49776158027189277,-0.0022384197281072327,2000000,1,3,12,0.11627167145606977,-0.38372832854393024,2000000,3,22,38,[0.260000 1表 1裏 1目 1～1局 2000000試] [0.077600 1表 2裏 2目 1～2局 2000000試] [-0.061024 1表 3裏 3目 1～3局 2000000試] [0.057816 1表 3裏 5目 2～6局 2000000試] [-0.029812 1表 3裏 6目 2～7局 2000000試] [-0.013435 1表 3裏 9目 3～11局 2000000試] [-0.002238 1表 3裏 12目 4～15局 2000000試]
0.77,0.0,0.4985693760719484,-0.0014306239280515998,2000000,2,7,31,0.000473376302866728,-0.4995266236971333,2000000,1,24,38,[0.270000 1表 1裏 1目 1～1局 2000000試] [0.092900 1表 2裏 2目 1～2局 2000000試] [-0.043467 1表 3裏 3目 1～3局 2000000試] [-0.003955 1表 3裏 6目 2～7局 2000000試] [-0.001431 2表 7裏 31目 4～20局 2000000試]
0.78,0.0,0.4950961813578474,-0.004903818642152613,2000000,1,4,17,0.7877563200000001,0.28775632000000007,2000000,18,23,38,[0.280000 1表 1裏 1目 1～1局 2000000試] [0.108400 1表 2裏 2目 1～2局 2000000試] [-0.025448 1表 3裏 3目 1～3局 2000000試] [0.022463 1表 3裏 6目 2～7局 2000000試] [-0.011357 1表 4裏 10目 3～12局 2000000試] [-0.004904 1表 4裏 17目 4～21局 2000000試]
0.79,0.0,0.4982392507946849,-0.0017607492053151041,2000000,1,4,33,0.6307965617950001,0.1307965617950001,2000000,9,23,38,[0.290000 1表 1裏 1目 1～1局 2000000試] [0.124100 1表 2裏 2目 1～2局 2000000試] [-0.006961 1表 3裏 3目 1～3局 2000000試] [-0.004165 1表 4裏 18目 5～22局 2000000試] [-0.001761 1表 4裏 33目 8～41局 2000000試]
0.8,0.0,0.5002813175048041,0.00028131750480409057,2000000,1,4,35,0.5767168000000001,0.07671680000000014,2000000,7,19,38,[0.300000 1表 1裏 1目 1～1局 2000000試] [0.140000 1表 2裏 2目 1～2局 2000000試] [0.012000 1表 3裏 3目 1～3局 2000000試] [0.003316 1表 4裏 7目 2～8局 2000000試] [0.001652 1表 4裏 11目 3～13局 2000000試] [0.001025 1表 4裏 15目 4～18局 2000000試] [0.000714 1表 4裏 19目 5～23局 2000000試] [0.000533 1表 4裏 23目 6～28局 2000000試] [0.000417 1表 4裏 27目 7～33局 2000000試] [0.000338 1表 4裏 31目 8～38局 2000000試] [0.000281 1表 4裏 35目 9～43局 2000000試]
0.81,0.0,0.49948232773973156,-0.0005176722602684425,2000000,1,4,16,0.5330292642005915,0.03302926420059149,2000000,6,23,38,[0.310000 1表 1裏 1目 1～1局 2000000試] [0.156100 1表 2裏 2目 1～2局 2000000試] [0.031441 1表 3裏 3目 1～3局 2000000試] [-0.013760 1表 4裏 12目 3～14局 2000000試] [-0.000518 1表 4裏 16目 4～19局 2000000試]
0.82,0.0,0.49877036951181397,-0.0012296304881860287,2000000,1,4,8,0.9144639999999999,0.41446399999999994,2000000,21,22,38,[0.320000 1表 1裏 1目 1～1局 2000000試] [0.172400 1表 2裏 2目 1～2局 2000000試] [0.051368 1表 3裏 3目 1～3局 2000000試] [-0.047878 1表 4裏 4目 1～4局 2000000試] [-0.001230 1表 4裏 8目 2～9局 2000000試]
0.83,0.0,0.5005499840892489,0.0005499840892488894,2000000,1,5,28,0.7287225189549998,0.22872251895499984,2000000,9,20,38,[0.330000 1表 1裏 1目 1～1局 2000000試] [0.188900 1表 2裏 2目 1～2局 2000000試] [0.071787 1表 3裏 3目 1～3局 2000000試] [-0.025417 1表 4裏 4目 1～4局 2000000試] [0.018108 1表 5裏 13目 3～15局 2000000試] [0.010316 1表 5裏 18目 4～21局 2000000試] [0.004823 1表 5裏 23目 5～27局 2000000試] [0.000550 1表 5裏 28目 6～33局 2000000試]
0.84,0.0,0.49787135999999993,-0.0021286400000000705,2000000,1,4,4,0.8772019199999999,0.37720191999999986,2000000,18,23,38,[0.340000 1表 1裏 1目 1～1局 2000000試] [0.205600 1表 2裏 2目 1～2局 2000000試] [0.092704 1表 3裏 3目 1～3局 2000000試] [-0.002129 1表 4裏 4目 1～4局 2000000試]
0.85,0.0,0.503245884019917,0.003245884019916989,2000000,1,6,38,0.83521,0.33521,2000000,12,20,38,[0.350000 1表 1裏 1目 1～1局 2000000試] [0.222500 1表 2裏 2目 1～2局 2000000試] [0.114125 1表 3裏 3目 1～3局 2000000試] [0.022006 1表 4裏 4目 1～4局 2000000試] [-0.007814 1表 5裏 10目 2～11局 2000000試] [0.004879 1表 6裏 21目 4～24局 2000000試] [0.003246 1表 6裏 38目 6～44局 2000000試]
0.86,0.0,0.5007543560788262,0.0007543560788262349,2000000,1,6,29,0.90319952,0.40319952000000003,2000000,17,20,38,[0.360000 1表 1裏 1目 1～1局 2000000試] [0.239600 1表 2裏 2目 1～2局 2000000試] [0.136056 1表 3裏 3目 1～3局 2000000試] [0.047008 1表 4裏 4目 1～4局 2000000試] [-0.029573 1表 5裏 5目 1～5局 2000000試] [-0.016589 1表 6裏 11目 2～12局 2000000試] [-0.008852 1表 6裏 17目 3～19局 2000000試] [-0.003437 1表 6裏 23目 4～26局 2000000試] [0.000754 1表 6裏 29目 5～33局 2000000試]
0.87,0.0,0.4984209207,-0.001579079300000008,2000000,1,5,5,0.029889458320022308,-0.4701105416799777,2000000,1,23,38,[0.370000 1表 1裏 1目 1～1局 2000000試] [0.256900 1表 2裏 2目 1～2局 2000000試] [0.158503 1表 3裏 3目 1～3局 2000000試] [0.072898 1表 4裏 4目 1～4局 2000000試] [-0.001579 1表 5裏 5目 1～5局 2000000試]
0.88,0.0,0.49826338633172984,-0.0017366136682701594,2000000,1,7,20,0.043193294783961424,-0.45680670521603856,2000000,1,21,38,[0.380000 1表 1裏 1目 1～1局 2000000試] [0.274400 1表 2裏 2目 1～2局 2000000試] [0.181472 1表 3裏 3目 1～3局 2000000試] [0.099695 1表 4裏 4目 1～4局 2000000試] [0.027732 1表 5裏 5目 1～5局 2000000試] [0.026238 1表 6裏 12目 2～13局 2000000試] [-0.014136 1表 7裏 13目 2～14局 2000000試] [-0.001737 1表 7裏 20目 3～22局 2000000試]
0.89,0.0,0.4991628668032757,-0.0008371331967242934,2000000,1,8,22,0.93760877,0.43760877,2000000,15,21,38,[0.390000 1表 1裏 1目 1～1局 2000000試] [0.292100 1表 2裏 2目 1～2局 2000000試] [0.204969 1表 3裏 3目 1～3局 2000000試] [0.127422 1表 4裏 4目 1～4局 2000000試] [0.058406 1表 5裏 5目 1～5局 2000000試] [-0.003019 1表 6裏 6目 1～6局 2000000試] [-0.000837 1表 8裏 22目 3～24局 2000000試]
0.9,0.0,0.5085114053662199,0.00851140536621986,2000000,1,9,33,0.9914399999999999,0.4914399999999999,2000000,15,18,38,[0.400000 1表 1裏 1目 1～1局 2000000試] [0.310000 1表 2裏 2目 1～2局 2000000試] [0.229000 1表 3裏 3目 1～3局 2000000試] [0.156100 1表 4裏 4目 1～4局 2000000試] [0.090490 1表 5裏 5目 1～5局 2000000試] [0.031441 1表 6裏 6目 1～6局 2000000試] [-0.021703 1表 7裏 7目 1～7局 2000000試] [0.014728 1表 8裏 15目 2～16局 2000000試] [0.010505 1表 8裏 24目 3～26局 2000000試] [0.008511 1表 9裏 33目 4～36局 2000000試]
0.91,0.0,0.508724582738282,0.008724582738282027,2000000,1,9,27,0.9048466103950001,0.40484661039500014,2000000,9,21,38,[0.410000 1表 1裏 1目 1～1局 2000000試] [0.328100 1表 2裏 2目 1～2局 2000000試] [0.253571 1表 3裏 3目 1～3局 2000000試] [0.185750 1表 4裏 4目 1～4局 2000000試] [0.124032 1表 5裏 5目 1～5局 2000000試] [0.067869 1表 6裏 6目 1～6局 2000000試] [0.016761 1表 7裏 7目 1～7局 2000000試] [0.009125 1表 9裏 17目 2～18局 2000000試] [0.008725 1表 9裏 27目 3～29局 2000000試]
0.92,0.0,0.5018010326782365,0.0018010326782365027,2000000,1,11,31,0.96557312,0.46557311999999995,2000000,15,19,38,[0.420000 1表 1裏 1目 1～1局 2000000試] [0.346400 1表 2裏 2目 1～2局 2000000試] [0.278688 1表 3裏 3目 1～3局 2000000試] [0.216393 1表 4裏 4目 1～4局 2000000試] [0.159082 1表 5裏 5目 1～5局 2000000試] [0.106355 1表 6裏 6目 1～6局 2000000試] [0.057847 1表 7裏 7目 1～7局 2000000試] [0.013219 1表 8裏 8目 1～8局 2000000試] [-0.009397 1表 10裏 20目 2～21局 2000000試] [0.001801 1表 11裏 31目 3～33局 2000000試]
0.93,0.0,0.4975463848391735,-0.0024536151608264833,2000000,1,12,36,0.953203153989618,0.45320315398961797,2000000,4,16,38,[0.430000 1表 1裏 1目 1～1局 2000000試] [0.364900 1表 2裏 2目 1～2局 2000000試] [0.304357 1表 3裏 3目 1～3局 2000000試] [0.248052 1表 4裏 4目 1～4局 2000000試] [0.195688 1表 5裏 5目 1～5局 2000000試] [0.146990 1表 6裏 6目 1～6局 2000000試] [0.101701 1表 7裏 7目 1～7局 2000000試] [0.059582 1表 8裏 8目 1～8局 2000000試] [0.020411 1表 9裏 9目 1～9局 2000000試] [-0.016018 1表 10裏 10目 1～10局 2000000試] [0.014587 1表 11裏 22目 2～23局 2000000試] [-0.008246 1表 12裏 23目 2～24局 2000000試] [-0.002454 1表 12裏 36目 3～38局 2000000試]
0.94,0.0,0.5062982072492054,0.006298207249205379,2000000,1,11,11,0.9811621634757248,0.4811621634757248,2000000,5,18,38,[0.440000 1表 1裏 1目 1～1局 2000000試] [0.383600 1表 2裏 2目 1～2局 2000000試] [0.330584 1表 3裏 3目 1～3局 2000000試] [0.280749 1表 4裏 4目 1～4局 2000000試] [0.233904 1表 5裏 5目 1～5局 2000000試] [0.189870 1表 6裏 6目 1～6局 2000000試] [0.148478 1表 7裏 7目 1～7局 2000000試] [0.109569 1表 8裏 8目 1～8局 2000000試] [0.072995 1表 9裏 9目 1～9局 2000000試] [0.038615 1表 10裏 10目 1～10局 2000000試] [0.006298 1表 11裏 11目 1～11局 2000000試]
0.95,0.0,0.5036498595921025,0.003649859592102511,2000000,1,16,32,0.9884964426207031,0.48849644262070313,2000000,5,14,38,[0.450000 1表 1裏 1目 1～1局 2000000試] [0.402500 1表 2裏 2目 1～2局 2000000試] [0.357375 1表 3裏 3目 1～3局 2000000試] [0.314506 1表 4裏 4目 1～4局 2000000試] [0.273781 1表 5裏 5目 1～5局 2000000試] [0.235092 1表 6裏 6目 1～6局 2000000試] [0.198337 1表 7裏 7目 1～7局 2000000試] [0.163420 1表 8裏 8目 1～8局 2000000試] [0.130249 1表 9裏 9目 1～9局 2000000試] [0.098737 1表 10裏 10目 1～10局 2000000試] [0.068800 1表 11裏 11目 1～11局 2000000試] [0.040360 1表 12裏 12目 1～12局 2000000試] [0.013342 1表 13裏 13目 1～13局 2000000試] [-0.012325 1表 14裏 14目 1～14局 2000000試] [0.003650 1表 16裏 32目 2～33局 2000000試]
0.96,0.0,0.49958680767981345,-0.0004131923201865506,2000000,1,17,17,0.9503052328407264,0.45030523284072643,2000000,2,16,38,[0.460000 1表 1裏 1目 1～1局 2000000試] [0.421600 1表 2裏 2目 1～2局 2000000試] [0.384736 1表 3裏 3目 1～3局 2000000試] [0.349347 1表 4裏 4目 1～4局 2000000試] [0.315373 1表 5裏 5目 1～5局 2000000試] [0.282758 1表 6裏 6目 1～6局 2000000試] [0.251447 1表 7裏 7目 1～7局 2000000試] [0.221390 1表 8裏 8目 1～8局 2000000試] [0.192534 1表 9裏 9目 1～9局 2000000試] [0.164833 1表 10裏 10目 1～10局 2000000試] [0.138239 1表 11裏 11目 1～11局 2000000試] [0.112710 1表 12裏 12目 1～12局 2000000試] [0.088201 1表 13裏 13目 1～13局 2000000試] [0.064673 1表 14裏 14目 1～14局 2000000試] [0.042086 1表 15裏 15目 1～15局 2000000試] [0.020403 1表 16裏 16目 1～16局 2000000試] [-0.000413 1表 17裏 17目 1～17局 2000000試]
0.97,0.0,0.49630641434198286,-0.00369358565801714,2000000,1,23,23,0.9409,0.44089999999999996,2000000,27,37,37,[0.470000 1表 1裏 1目 1～1局 2000000試] [0.440900 1表 2裏 2目 1～2局 2000000試] [0.412673 1表 3裏 3目 1～3局 2000000試] [0.385293 1表 4裏 4目 1～4局 2000000試] [0.358734 1表 5裏 5目 1～5局 2000000試] [0.332972 1表 6裏 6目 1～6局 2000000試] [0.307983 1表 7裏 7目 1～7局 2000000試] [0.283743 1表 8裏 8目 1～8局 2000000試] [0.260231 1表 9裏 9目 1～9局 2000000試] [0.237424 1表 10裏 10目 1～10局 2000000試] [0.215301 1表 11裏 11目 1～11局 2000000試] [0.193842 1表 12裏 12目 1～12局 2000000試] [0.173027 1表 13裏 13目 1～13局 2000000試] [0.152836 1表 14裏 14目 1～14局 2000000試] [0.133251 1表 15裏 15目 1～15局 2000000試] [0.114254 1表 16裏 16目 1～16局 2000000試] [0.095826 1表 17裏 17目 1～17局 2000000試] [0.077951 1表 18裏 18目 1～18局 2000000試] [0.060613 1表 19裏 19目 1～19局 2000000試] [0.043794 1表 20裏 20目 1～20局 2000000試] [0.027481 1表 21裏 21目 1～21局 2000000試] [0.011656 1表 22裏 22目 1～22局 2000000試] [-0.003694 1表 23裏 23目 1～23局 2000000試]
0.98,0.0,0.5031373679776306,0.003137367977630645,2000000,1,34,34,0.823975026216388,0.32397502621638796,2000000,1,34,37,[0.480000 1表 1裏 1目 1～1局 2000000試] [0.460400 1表 2裏 2目 1～2局 2000000試] [0.441192 1表 3裏 3目 1～3局 2000000試] [0.422368 1表 4裏 4目 1～4局 2000000試] [0.403921 1表 5裏 5目 1～5局 2000000試] [0.385842 1表 6裏 6目 1～6局 2000000試] [0.368126 1表 7裏 7目 1～7局 2000000試] [0.350763 1表 8裏 8目 1～8局 2000000試] [0.333748 1表 9裏 9目 1～9局 2000000試] [0.317073 1表 10裏 10目 1～10局 2000000試] [0.300731 1表 11裏 11目 1～11局 2000000試] [0.284717 1表 12裏 12目 1～12局 2000000試] [0.269022 1表 13裏 13目 1～13局 2000000試] [0.253642 1表 14裏 14目 1～14局 2000000試] [0.238569 1表 15裏 15目 1～15局 2000000試] [0.223798 1表 16裏 16目 1～16局 2000000試] [0.209322 1表 17裏 17目 1～17局 2000000試] [0.195135 1表 18裏 18目 1～18局 2000000試] [0.181233 1表 19裏 19目 1～19局 2000000試] [0.167608 1表 20裏 20目 1～20局 2000000試] [0.154256 1表 21裏 21目 1～21局 2000000試] [0.141171 1表 22裏 22目 1～22局 2000000試] [0.128347 1表 23裏 23目 1～23局 2000000試] [0.115780 1表 24裏 24目 1～24局 2000000試] [0.103465 1表 25裏 25目 1～25局 2000000試] [0.091395 1表 26裏 26目 1～26局 2000000試] [0.079568 1表 27裏 27目 1～27局 2000000試] [0.067976 1表 28裏 28目 1～28局 2000000試] [0.056617 1表 29裏 29目 1～29局 2000000試] [0.045484 1表 30裏 30目 1～30局 2000000試] [0.034575 1表 31裏 31目 1～31局 2000000試] [0.023883 1表 32裏 32目 1～32局 2000000試] [0.013405 1表 33裏 33目 1～33局 2000000試] [0.003137 1表 34裏 34目 1～34局 2000000試]
0.99,0.0,0.6894490858690777,0.18944908586907772,2000000,1,37,37,0.9979689583650599,0.49796895836505994,2000000,7,27,38,[0.490000 1表 1裏 1目 1～1局 2000000試] [0.480100 1表 2裏 2目 1～2局 2000000試] [0.470299 1表 3裏 3目 1～3局 2000000試] [0.460596 1表 4裏 4目 1～4局 2000000試] [0.450990 1表 5裏 5目 1～5局 2000000試] [0.441480 1表 6裏 6目 1～6局 2000000試] [0.432065 1表 7裏 7目 1～7局 2000000試] [0.422745 1表 8裏 8目 1～8局 2000000試] [0.413517 1表 9裏 9目 1～9局 2000000試] [0.404382 1表 10裏 10目 1～10局 2000000試] [0.395338 1表 11裏 11目 1～11局 2000000試] [0.386385 1表 12裏 12目 1～12局 2000000試] [0.377521 1表 13裏 13目 1～13局 2000000試] [0.368746 1表 14裏 14目 1～14局 2000000試] [0.360058 1表 15裏 15目 1～15局 2000000試] [0.351458 1表 16裏 16目 1～16局 2000000試] [0.342943 1表 17裏 17目 1～17局 2000000試] [0.334514 1表 18裏 18目 1～18局 2000000試] [0.326169 1表 19裏 19目 1～19局 2000000試] [0.317907 1表 20裏 20目 1～20局 2000000試] [0.309728 1表 21裏 21目 1～21局 2000000試] [0.301631 1表 22裏 22目 1～22局 2000000試] [0.293614 1表 23裏 23目 1～23局 2000000試] [0.285678 1表 24裏 24目 1～24局 2000000試] [0.277821 1表 25裏 25目 1～25局 2000000試] [0.270043 1表 26裏 26目 1～26局 2000000試] [0.262343 1表 27裏 27目 1～27局 2000000試] [0.254719 1表 28裏 28目 1～28局 2000000試] [0.247172 1表 29裏 29目 1～29局 2000000試] [0.239700 1表 30裏 30目 1～30局 2000000試] [0.232303 1表 31裏 31目 1～31局 2000000試] [0.224980 1表 32裏 32目 1～32局 2000000試] [0.217731 1表 33裏 33目 1～33局 2000000試] [0.210553 1表 34裏 34目 1～34局 2000000試] [0.203448 1表 35裏 35目 1～35局 2000000試] [0.196413 1表 36裏 36目 1～36局 2000000試] [0.189449 1表 37裏 37目 1～37局 2000000試]
